code,name_short,gender,function,country,nationality,height,weight,disciplines,events,birth_date,occupation,education,family,lang
1924455,MILLS G,Male,Athlete,Great Britain,Great Britain,182,0,['Athletics'],"[""Men's 1500m"", ""Men's 5000m""]",12/05/1999,Athlete,Sport and Exercise Science at Brighton University (GBR),"Father, Danny. Mother, Lisa. Younger brother, Stanley",English
1924456,MITCHAM R,Male,Alternate Athlete,Great Britain,Great Britain,188,0,['Athletics'],"[""Men's 4 x 400m Relay""]",30/08/1999,,,,
1924457,MITCHELL-BLAKE N,Male,Athlete,Great Britain,Great Britain,187,0,['Athletics'],"[""Men's 4 x 100m Relay""]",2/04/1994,Athlete,"Studied Finance and International Trade at Louisiana State University (Baton Rouge, LA, USA)",,English
1924459,MUIR L,Female,Athlete,Great Britain,Great Britain,161,0,['Athletics'],"[""Women's 1500m""]",9/05/1993,Athlete,Veterinary Science at University of Glasgow (GBR),"Father, Crawford. Mother, Alison. Younger brother, Rory",English
1924460,NEITA D,Female,Athlete,Great Britain,Great Britain,157,0,['Athletics'],"[""Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay""]",29/08/1996,Athlete,"Fashion Design at Oaklands College (St Albans, GBR)",,English
1924463,NIELSEN L,Female,Athlete,Great Britain,Great Britain,175,0,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay""]",13/03/1996,"Athlete, yoga instructor",Studied Chemistry and Science at King's College London (GBR),"Father (DEN). Mother (EGY/SUD). Twin sister, Laviai",English
1924464,NIELSEN L,Female,Athlete,Great Britain,Great Britain,171,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",13/03/1996,"Athlete, model",Studied Geography at King's College London (GBR),"Father, Danish. Mother, Egyptian-Sudanese. Twin sister, Lina",English
1924467,O'DOWDA J,Female,Athlete,Great Britain,Great Britain,176,0,['Athletics'],"[""Women's Heptathlon""]",9/09/1999,Athlete,Human Geography at Sheffield Hallam University (GBR),"Father, Nicholas. Mother, Brenda. Older brother, Callum",English
1924470,OHURUOGU V,Female,Athlete,Great Britain,Great Britain,167,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",28/02/1993,Athlete,,"Older sister, Christine. Eight siblings. Nigerian parents who came to England in 1980",English
1924471,OJORA T,Male,Athlete,Great Britain,Great Britain,182,0,['Athletics'],"[""Men's 110m Hurdles""]",14/10/1999,Athlete,"Communications at University of Southern California (Los Angeles, CA, USA)","Father, Ngozi (NGR). Mother, Adeyinka (NGR). Sister, Tobi. Sister, Tami. Younger sister, Temi",English
1924472,OKOYE L,Male,Athlete,Great Britain,Great Britain,198,0,['Athletics'],"[""Men's Discus Throw""]",6/10/1991,Athlete,,Nigerian parents,English
1924474,PERCY N,Male,Athlete,Great Britain,Great Britain,189,0,['Athletics'],"[""Men's Discus Throw""]",5/12/1994,Athlete,"Bachelor's in Nutrition and Health Sciences at University of Nebraska (Lincoln, NE, USA)","Father, Andrew. Mother, Deborah",English
1924478,PRATT A,Female,Athlete,Great Britain,Great Britain,168,0,['Athletics'],"[""Women's 3000m Steeplechase""]",3/10/1997,Athlete,"She began studying Biology at Adams State University in Alamosa, CO, USA in 2015, before enrolling at Manchester Metropolitan University in England to study Pharmaceutical Chemistry, and then the University of Manchester in England to study Anatomical Science","Father, Robert. Mother, Sandra. Brothers, Jamie and Nathan. Sisters, Jemma, Nicole and Natalie",English
1924483,REEKIE J,Female,Athlete,Great Britain,Great Britain,171,0,['Athletics'],"[""Women's 800m""]",6/03/1998,Athlete,,"Partner, John Adamson (motocross rider). Father, Jared. Mother, Morna. Older brother, Jared. Younger sister, Hope",English
1924486,PATTISON B,Male,Athlete,Great Britain,Great Britain,184,0,['Athletics'],"[""Men's 800m""]",15/12/2001,"Athlete, student",Business Analytics at Loughborough University (GBR),"Girlfriend, Molly Hudson",English
1924494,HAUGER-THACKERY C,Female,Athlete,Great Britain,Great Britain,160,0,['Athletics'],"[""Women's Marathon""]",9/01/1993,"Athlete, coach","Leeds Metropolitan University (GBR) / University of New Mexico (Albuquerque, NM, USA)","Husband, Nick Hauger (USA). Father, Carl. Mother, Rachel",English
1924499,WALCOTT-NOLAN R,Female,Athlete,Great Britain,Great Britain,179,0,['Athletics'],"[""Women's 1500m""]",6/03/1995,"Athlete, model","Sports Science at St Mary's University, Twickenham (London, GBR)",,English
1924505,WILKINSON C,Male,Athlete,Great Britain,Great Britain,178,0,['Athletics'],"[""Men's 20km Race Walk""]",14/03/1997,Athlete,"Studied Sports Event Management at Leeds Beckett University (Leeds, GBR)",,English
1924506,WILLIAMS J,Female,Athlete,Great Britain,Great Britain,174,0,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",28/09/1993,"Athlete, model",,,English
1924507,WILLIAMS B,Female,Athlete,Great Britain,Great Britain,157,0,['Athletics'],"[""Women's 200m"", ""Women's 4 x 100m Relay""]",18/12/1993,Athlete,Sport and Exercise Science at University of East London (GBR),"Partner, Ricardo dos Santos (POR). Daughter, Zuri dos Santos (born in March 2020)",English
1924509,YEARGIN N,Female,Athlete,Great Britain,Great Britain,170,0,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",11/08/1997,Athlete,,,English
1924559,NICKA,Female,Athlete,Lithuania,Lithuania,0,0,['Breaking'],['B-Girls'],8/06/2007,Athlete,,,Lithuanian
1924576,SANTARELLI A,Male,Athlete,Italy,Italy,0,0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",3/06/1993,Police athlete,,,"English, Italian"
1924583,CIMINI G,Male,Athlete,Italy,Italy,0,0,['Fencing'],"[""Men's Épée Team""]",9/06/1994,,,,
1924585,FIAMINGO R,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Épée Individual"", ""Women's Épée Team""]",14/07/1991,"Sport, soldier","Graduated with a degree in Music from Vincenzo Bellini Institute of Music (Catania, ITA). In addition, she graduated with a degree in Dietetics from the University of Catania (2020)",,"English, Italian"
1924586,NAVARRIA M,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Épée Team""]",18/07/1985,,,,
1924587,SANTUCCIO A,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Épée Individual"", ""Women's Épée Team""]",22/10/1994,Police athlete,Graduated with a degree in Psychology from the University of Catania (ITA),"Husband, Francesco Aragona","English, Italian, Spanish"
1924588,RIZZI G,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Épée Individual"", ""Women's Épée Team""]",20/06/1989,Police athlete,,,"French, German, Italian"
1924595,SAMELE L,Male,Athlete,Italy,Italy,0,0,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]",25/07/1987,Police athlete,,"Wife, Olga Kharlan. Son, Tymofiy","English, Italian"
1924596,CURATOLI L,Male,Athlete,Italy,Italy,0,0,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]",25/07/1994,Police athlete,"Studies Law at University Guido Carli (Rome, ITA)","Half-brothers, Leonardo and Raffaello Caserta","English, Italian"
1924597,GALLO M,Male,Athlete,Italy,Italy,0,0,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]",18/05/2001,Armed forces athlete,,,Italian
1924598,TORRE P,Male,Athlete,Italy,Italy,0,0,['Fencing'],"[""Men's Sabre Team""]",6/05/2002,Police athlete,,,Italian
1924605,CRISCIO M,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",24/01/1994,"Athlete, sport soldier",Studied Sports Science at the University of Foggia (ITA),,"English, Italian"
1924606,BATTISTON M,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",15/09/1997,"Athlete, sport soldier",Studied Psychology at the University of Trieste (ITA),,"English, Italian"
1924607,MORMILE C,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",30/05/1995,Armed forces athlete,"Graduated with a Bachelor's degree in Economics, Philosophy, Politics from the Free International University of Social Studies Luiss Guido Carli (Rome, ITA) and obtained a Master's degree in International Relations in 2020",,"English, French, Italian"
1924608,VECCHI I,Female,Athlete,Italy,Italy,0,0,['Fencing'],"[""Women's Sabre Team""]",10/06/1989,,,,
1924881,LIMARDO GASCON R,Male,Athlete,Venezuela,Venezuela,0,0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",3/08/1985,Athlete,"Studied Physical Education at the University of Computer Sciences and Skills (Lodz, POL)","Wife, Ana Carolina Ramirez. Children, Gaby Isabella (born 2015) and Alex Ruben (born 2020)","English, Polish, Spanish"
1924884,JASIUNAS R,Male,Athlete,Lithuania,Lithuania,0,0,['Sailing'],"[""Men's Windsurfing""]",20/07/1994,"Athlete, vice president of the Professional Windsurfers Association",Bachelor of Science in Accounting and Finance at University of Warwick (GBR),,"English, Lithuanian"
1924885,ANDRULYTE V,Female,Athlete,Lithuania,Lithuania,0,0,['Sailing'],"[""Women's Dinghy""]",16/04/1992,Athlete,"Coaching, Physiotherapy at Lithuanian Sports University (Kaunas, LTU)",,"English, German, Lithuanian"
1924894,LUGO G,Male,Athlete,Venezuela,Venezuela,0,0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",19/09/1996,Athlete,Graduated with a degree in Military Sciences and Arts from Military Bolivarian University of Venezuela,,Spanish
1924905,TVOROGAL R,Male,Athlete,Lithuania,Lithuania,0,0,['Artistic Gymnastics'],"['Men', ""Men's Horizontal Bar"", ""Men's Parallel Bars""]",5/10/1994,Athlete,,"Partner, Ieva Grimaite","English, Lithuanian, Polish, Russian"
1924909,LIMARDO F,Male,Athlete,Venezuela,Venezuela,0,0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",27/03/1987,,,,Spanish
1924914,BRICENO T,Male,Athlete,Chile,Chile,0,0,['Judo'],['Men -100 kg'],16/09/1993,Athlete,Automotive mechanic,Wife and one daughter,Spanish
1924918,LIMARDO J,Male,Athlete,Venezuela,Venezuela,0,0,['Fencing'],"[""Men's Épée Team""]",29/02/1996,,,,
1924937,DILYTE G,Female,Athlete,Lithuania,Lithuania,0,0,['Wrestling'],"[""Women's Freestyle 50kg""]",9/09/2003,Athlete,,,Lithuanian
1924941,COLLYMORE T,Female,Athlete,Grenada,Grenada,0,0,['Swimming'],"[""Women's 100m Freestyle""]",27/11/2007,Athlete,,,
1924957,PAREDES TORRES KF,Female,Athlete,Venezuela,Venezuela,0,0,['Fencing'],"[""Women's Sabre Individual""]",22/05/1998,Athlete,,,Spanish
1925060,RODRIGUEZ OROZCO R,Male,Athlete,Venezuela,Venezuela,0,0,['Wrestling'],"[""Men's Greco-Roman 60kg""]",28/12/1990,Athlete,,"Wife, Yennifer. Two daughters",Spanish
1925079,MONTERO CHIRINOS A,Male,Athlete,Venezuela,Venezuela,0,0,['Wrestling'],"[""Men's Freestyle 74kg""]",24/05/1997,Athlete,,,Spanish
1925088,ARGUELLO VILLEGAS,Female,Athlete,Venezuela,Venezuela,0,0,['Wrestling'],"[""Women's Freestyle 53kg""]",28/01/1991,Athlete,,,Spanish
1925091,CARABALLO HERNAND,Female,Athlete,Venezuela,Venezuela,0,0,['Wrestling'],"[""Women's Freestyle 68kg""]",17/06/1994,Athlete,,,Spanish
1925098,BARRIOS A,Female,Athlete,Venezuela,Venezuela,0,0,['Judo'],['Women -63 kg'],20/08/1993,"Athlete, graphic designer",Higher Technician in Graphic Design at IURTIRLA (University Institute of Industrial Technology) (VEN),"Father, Pablo. Mother, Anny","English, Spanish"
1925106,METELLUS PA,Male,Athlete,Haiti,Canada,0,0,['Judo'],['Men -73 kg'],30/05/1990,"Athlete, accountant","Chartered Professional Accountant, HEC Montreal (CAN)",,"Creole, English, French, Spanish"
1925121,HO IY,Male,Athlete,"Hong Kong, China","Hong Kong, China",0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",25/04/1997,"Athlete, student","Studied Engineering at Virginia Polytechnic Institute and State University (Blacksburg, VA, USA)","Father, Caisy. Mother, Sonya Ho. Two sisters",English
1925123,AU HSS,Female,Athlete,"Hong Kong, China","Hong Kong, China",0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",30/05/1992,"Actress, athlete, model","Environmental Economics and Policy at University of California, Berkeley (USA)",,"Cantonese, English, Mandarin"
1925124,CHENG CLM,Female,Athlete,"Hong Kong, China","Hong Kong, China",0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",9/05/1993,Athlete,"Master's Degree in Industrial and Organisational Psychology at the Chinese University of Hong Kong China (HKG). </p><p>Graduated in 2015 with a Bachelor's Degree in Psychology at University of California, Berkeley (USA)",,"English, French, Mandarin"
1925125,HAUGHEY SB,Female,Athlete,"Hong Kong, China","Hong Kong, China",0,0,['Swimming'],"[""Women's 100m Freestyle"", ""Women's 200m Freestyle"", ""Women's 4 x 100m Medley Relay""]",31/10/1997,Athlete,"Studied Psychology at the University of Michigan (Ann Arbor, USA)","Father, Darach. Mother, Canjo. Older sister, Aisling","Cantonese, English, French, Mandarin"
1925126,KAN CTN,Female,Athlete,"Hong Kong, China","Hong Kong, China",0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",30/04/2002,"Athlete, student","Sport Management at University of Michigan, Ann Arbor (USA)",,"Cantonese, English"
1925129,TAM HL,Female,Athlete,"Hong Kong, China","Hong Kong, China",0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",21/04/1998,"Athlete, student","Studied for a Master's degree in Physiotherapy at Hong Kong Polytechnic University (HKG).</p><p>Human Movement Studies at University of British Columbia, Vancouver (BC, CAN)",,"Cantonese, English"
1925130,CHEUNG SYC,Female,Athlete,"Hong Kong, China","Hong Kong, China",0,0,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 200m Backstroke""]",9/08/2006,"Athlete, student",,,
1925164,LEE CY,Male,Athlete,"Hong Kong, China","Hong Kong, China",178,0,['Badminton'],"[""Men's Singles""]",28/08/1996,,,,Cantonese
1925167,TANG CM,Male,Athlete,"Hong Kong, China","Hong Kong, China",178,0,['Badminton'],['Mixed Doubles'],20/03/1995,Athlete,,,Cantonese
1925168,LO SY,Female,Athlete,"Hong Kong, China","Hong Kong, China",168,0,['Badminton'],"[""Women's Singles""]",25/02/2003,,,,"English, Mandarin"
1925170,TSE YS,Female,Athlete,"Hong Kong, China","Hong Kong, China",166,0,['Badminton'],['Mixed Doubles'],9/11/1991,Athlete,,,"Cantonese, Mandarin"
1925171,YEUNG NT,Female,Athlete,"Hong Kong, China","Hong Kong, China",166,0,['Badminton'],"[""Women's Doubles""]",13/10/1998,,,,"English, Mandarin"
1925172,YEUNG PL,Female,Athlete,"Hong Kong, China","Hong Kong, China",163,0,['Badminton'],"[""Women's Doubles""]",26/10/2001,,,,"English, Mandarin"
1925180,KIFLE A,Male,Athlete,Eritrea,Eritrea,172,0,['Athletics'],"[""Men's 5000m""]",20/02/1998,Athlete,,,Tigrinya
1925255,PRIMOVA A,Female,Athlete,Turkmenistan,Turkmenistan,0,0,['Swimming'],"[""Women's 100m Backstroke""]",2/09/2006,Athlete,,,
1925275,TOTI G,Male,Athlete,Italy,Italy,183,0,['Badminton'],"[""Men's Singles""]",28/12/2000,Athlete,,"Father, Pietro. Mother, Cristina. Sister, Valeria","English, Italian, Spanish"
1925301,ANTI,Female,Athlete,Italy,Italy,0,0,['Breaking'],['B-Girls'],30/11/1997,,,"Brother, Akim. Sister, Arlette. Sister, Amina. Sister, Annika",Italian
1925346,SCUTTO A,Female,Athlete,Italy,Italy,0,0,['Judo'],"['Women -48 kg', 'Mixed Team']",17/01/2002,Military,High school diploma in Scientific Studies in 2021,"Partner, Kevyn Perna. Father, Domenico. Mother, Romina. Sister, Roberta",Italian
1925347,GIUFFRIDA O,Female,Athlete,Italy,Italy,0,0,['Judo'],"['Women -52 kg', 'Mixed Team']",12/10/1994,Armed forces athlete,,,"English, Italian, Portuguese"
1925348,TONIOLO V,Female,Athlete,Italy,Italy,0,0,['Judo'],"['Women -57 kg', 'Mixed Team']",20/05/2003,Military athlete belonging to the Army Sports Group,Diploma of Scientific High School with Applied Sciences,"Father, Raffaele. Mother, Monica. Older sister, Elisa","English, Italian"
1925349,BELLANDI A,Female,Athlete,Italy,Italy,0,0,['Judo'],"['Women -78 kg', 'Mixed Team']",20/11/1998,Military sports group,Pegaso Online University (ITA),,"English, Italian"
1925350,LOMBARDO M,Male,Athlete,Italy,Italy,0,0,['Judo'],"['Men -73 kg', 'Mixed Team']",4/12/1998,Athlete,Graduated in accounting,"Father, Salvatore. Mother, Giusy. Brother, Daniel. Three nephews, Mia, Tiago and Rafael","English, Italian"
1925351,PARLATI C,Male,Athlete,Italy,Italy,0,0,['Judo'],"['Men -90 kg', 'Mixed Team']",23/01/1998,He is in the sports group of the state police (Fiamme Oro),,"Partner, Gabriella. Father, Raffaele. Mother, Adelaide. Older brother, Enrico","English, French, Italian"
1925352,TAVANO A,Female,Athlete,Italy,Italy,0,0,['Judo'],"['Women +78 kg', 'Mixed Team']",6/06/2002,Athlete,Agricultural Technical Institute,"Father, Rudy. Mother, Desiree. Sister, Sveva","English, Italian"
1925355,CHAMIZO MARQUEZ F,Male,Athlete,Italy,Italy,0,0,['Wrestling'],"[""Men's Freestyle 74kg""]",10/07/1992,Athlete,University of Havana (CUB),,"English, Italian, Spanish"
1925359,RUSSO A,Female,Athlete,Italy,Italy,0,0,['Wrestling'],"[""Women's Freestyle 57kg""]",3/06/2003,,,,
1925508,CARLINO A,Male,Athlete,Italy,Italy,0,0,['Judo'],"['Men -60 kg', 'Mixed Team']",17/01/1997,Military athlete,Graduated 2016 at Scientific high school at Liceo Einstein Turin,"Father, Pietro. Mother, Cinzia Golzio. Younger brother, Luca","English, Italian"
1925513,PIRAS M,Male,Athlete,Italy,Italy,0,0,['Judo'],"['Men -66 kg', 'Mixed Team']",30/09/1993,"Athlete, mental coach",Psychology graduate,,"English, Italian, Spanish"
1925515,ESPOSITO A,Male,Athlete,Italy,Italy,0,0,['Judo'],"['Men -81 kg', 'Mixed Team']",18/11/1994,Athlete,"High school diploma, specialising in Economics with a focus on Administration, Finance, and Marketing, obtained in 2017","Partner, Arianna Carieri. Father, Giuseppe. Mother, Rachele. Brothers, Davide and Giovanni",Italian
1925519,PIRELLI G,Male,Athlete,Italy,Italy,0,0,['Judo'],"['Men -100 kg', 'Mixed Team']",21/08/2000,,,,
1925542,RUSSO S,Female,Athlete,Italy,Italy,0,0,['Judo'],"['Women -63 kg', 'Mixed Team']",18/05/2005,Athlete,"Graduated from scientific high school in June 2024. (Athlete, 4 Jul 2024)","Father, Salvatore (called 'Batu' by Savita). Mother, Marica. No siblings",Italian
1925630,PALTRINIERI G,Male,Athlete,Italy,Italy,0,0,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",5/09/1994,Police athlete,"Political Science at LUISS Guido Carli University, Rome (ITA)","Engaged to Rossella Fiamingo (ITA), two-time Olympic medallist fencing. Father, Luca. Mother, Lorena","English, Italian"
1925631,ACERENZA D,Male,Athlete,Italy,Italy,0,0,['Marathon Swimming'],"[""Men's 10km""]",19/01/1995,,,"Wife, Nicoletta (married 2022)","English, Italian"
1925632,QUADARELLA S,Female,Athlete,Italy,Italy,0,0,['Swimming'],"[""Women's 1500m Freestyle"", ""Women's 800m Freestyle""]",18/12/1998,"Athlete, student","Economics at Link Campus University (Rome, ITA)","Father, Carlo. Mother, Marzia. Older Sister, Erica","English, Italian"
1925633,MARTINENGHI N,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",1/08/1999,Athlete,,,"English, Italian"
1925634,FRIGO M,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",18/02/1997,Athlete,,,Italian
1925635,CECCON T,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",27/01/2001,Athlete,,"Father, Loris. Mother, Gioia. Brother, Efrem","English, Italian"
1925636,MIRESSI A,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay""]",2/10/1998,Police athlete,"Studied Exercise Science (Turin, ITA)",,Italian
1925637,RAZZETTI A,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 200m Butterfly"", ""Men's 200m Individual Medley"", ""Men's 400m Individual Medley""]",2/06/1999,,Studied Engineering at University of Genoa (ITA),"Father, Marco. Mother, Barbara. Brother, Enrico","English, Italian"
1925638,PILATO B,Female,Athlete,Italy,Italy,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",18/01/2005,Student,Studying Biology at University of Torino (ITA),"Father, Salvatore. Mother, Antonella. Younger brother, Alessandro","English, Italian"
1925639,BIGINELLI M,Female,Athlete,Italy,Italy,0,0,['Diving'],"[""Women's 10m Platform""]",9/06/2003,,,,
1925640,JODOIN di MARIA S,Female,Athlete,Italy,Italy,0,0,['Diving'],"[""Women's 10m Platform""]",3/01/2000,Armed Forces athlete,"Graduated in 2023 with a degree in Economics from Universita Mercatorum (Rome, ITA)",,"English, Italian"
1925641,BERTOCCHI E,Female,Athlete,Italy,Italy,0,0,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",19/09/1994,Athlete,Degree in Human Movement Studies at Pegaso Telematic University (ITA),,"English, Italian, Spanish"
1925642,PELLACANI C,Female,Athlete,Italy,Italy,0,0,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",12/09/2002,Athlete,,,"English, Italian"
1925643,MARSAGLIA L,Male,Athlete,Italy,Italy,0,0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",16/11/1996,,Studied Physiotherapy at Sapienza University of Rome (ITA),,"English, Italian"
1925644,TOCCI G,Male,Athlete,Italy,Italy,0,0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",31/08/1994,,"Graduated in Cultural Studies, Language Studies from the University of Calabria (Unical), Rende (ITA)",,"English, Italian, Spanish"
1925645,LARSEN AS,Male,Athlete,Italy,Italy,0,0,['Diving'],"[""Men's 10m Platform""]",20/04/1999,,,,"English, Italian"
1925647,BRUNI L,Male,Athlete,Italy,Italy,190,0,['Water Polo'],['Men'],8/04/1994,"Athlete, personal finance adviser",Studied at University of Pisa (ITA),"Son, Leonardo Enea",Italian
1925649,CONDEMI F,Male,Athlete,Italy,Italy,190,0,['Water Polo'],['Men'],23/12/2003,Athlete,Studies Industrial Chemistry,"Father, Luigi. Mother, Milena. Older brother, Andrea",Italian
1925652,del LUNGO M,Male,Athlete,Italy,Italy,190,0,['Water Polo'],['Men'],1/03/1990,Athlete,Studied Sports Science at San Raffaele University of Rome (ITA),"Wife, Alessandra. Daughter, Vittoria",Italian
1925653,di FULVIO F,Male,Athlete,Italy,Italy,190,0,['Water Polo'],['Men'],15/08/1993,Athlete,Studied Exercise Science,"Father, Franco. Mother, Monica. Older brothers, Andrea and Carlo",Italian
1925654,di SOMMA E,Male,Athlete,Italy,Italy,185,0,['Water Polo'],['Men'],30/09/1996,Athlete,Studied at University of Pisa,"Father, Gian. Older brothers, Roman and Alessandro","English, Italian"
1925656,ECHENIQUE G,Male,Athlete,Italy,Italy,194,0,['Water Polo'],['Men'],27/04/1990,Athlete,,Has eight sisters and three brothers,"English, Italian, Spanish"
1925657,FONDELLI A,Male,Athlete,Italy,Italy,190,0,['Water Polo'],['Men'],27/02/1994,Athlete,,"Wife, Lucrezia. Son, Edoardo Elia. Daughter, Nina. Father, Massimo. Older brother and sister",Italian
1925658,GIANAZZA T,Male,Athlete,Italy,Italy,194,0,['Water Polo'],['Men'],21/07/2002,Athlete,,"Older brother, Matteo",Italian
1925659,IOCCHI GRATTA M,Male,Athlete,Italy,Italy,195,0,['Water Polo'],['Men'],1/09/2002,Athlete,,"Father, Paolo (deceased). Mother, Ivana",Italian
1925664,NICOSIA G,Male,Athlete,Italy,Italy,198,0,['Water Polo'],['Men'],12/02/1998,Athlete,,,Italian
1925665,PRESCIUTTI N,Male,Athlete,Italy,Italy,190,0,['Water Polo'],['Men'],14/12/1993,Athlete,,"Older brother, Christian. Younger brother, Daniel",Italian
1925666,RENZUTO IODICE V,Male,Athlete,Italy,Italy,190,0,['Water Polo'],['Men'],8/04/1993,Athlete,Studied Communications Sciences at Suor Orsola Benincasa University of Naples (ITA),,Italian
1925667,VELOTTO A,Male,Athlete,Italy,Italy,185,0,['Water Polo'],['Men'],12/02/1995,Athlete,"Graduated with a degree in Law from Pegaso Online University (Naples, ITA)",,"English, Italian"
1925668,FRANCESCHI S,Female,Athlete,Italy,Italy,0,0,['Swimming'],"[""Women's 200m Individual Medley"", ""Women's 400m Individual Medley""]",1/02/1999,Police athlete,,"Father, Stefano Franceschi, coach","English, Italian"
1925669,ZAZZERI L,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 50m Freestyle""]",9/08/1994,Athlete,Sports Science at University of Florence (ITA),,Italian
1925671,CARINI G,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 200m Butterfly"", ""Men's 4 x 100m Medley Relay""]",2/07/1997,Athlete,,,"English, Italian"
1925675,CONTE BONIN P,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",9/02/2002,,,"Father, Gianfranco. Mother, Monica. Brother, Luca",Italian
1925677,de TULLIO L,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",21/09/2003,,,"Father, Simone. Mother, Francesca. Older brother, Marco. Younger brother, Andrea",Italian
1925678,de TULLIO M,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 400m Freestyle""]",21/09/2000,Athlete,,"Father, Simone. Mother, Francesca. Brothers, Luca and Andrea","English, Italian"
1925681,DEPLANO L,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 50m Freestyle""]",21/07/1999,,,,Italian
1925683,LAMBERTI M,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 400m Freestyle""]",24/03/1999,Student,Studying Economics at University of Brescia (ITA),"Father, Giorgio. Mother, Tanya Vannini. Brother, Michele. Sister, Noemi",Italian
1925684,LAMBERTI M,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 100m Backstroke"", 'Mixed 4 x 100m Medley Relay']",3/11/2000,Student,Studying Languages at the Catholic University of Brescia (ITA),"Father, Giorgio. Mother, Tanya Vannini. Brother, Matteo. Sister, Noemi",Italian
1925686,MEGLI F,Male,Athlete,Italy,Italy,0,0,['Swimming'],"[""Men's 200m Freestyle"", ""Men's 4 x 200m Freestyle Relay""]",10/05/1997,"Athlete, student",Economics at University of Florence (ITA),,Italian
